path,category
sorted_images/Métaux/Canette/1697988004177-user.jpg,Métaux/Canette
sorted_images/Métaux/Canette/1695216127259-image1695216081570.jpg,Métaux/Canette
sorted_images/Plastique/Bouchon en plastique/1690823324779-image1690823343591.jpg,Plastique/Bouchon en plastique
sorted_images/Papier ou Carton/Carton/1692369830052-user.jpg,Papier ou Carton/Carton
sorted_images/Verre/Bouteille en verre/1691825065441-image1691825045314.jpg,Verre/Bouteille en verre
sorted_images/Métaux/Canette/1691581223575-image1691581246868.jpg,Métaux/Canette
sorted_images/Métaux/Canette/1697344959802-user.jpg,Métaux/Canette
sorted_images/Papier ou Carton/Carton/1697087662052-image1697087650192.jpg,Papier ou Carton/Carton
sorted_images/Verre/Bouteille en verre/1692353957957-user.jpg,Verre/Bouteille en verre
sorted_images/Métaux/Canette/1690092340279-user.jpg,Métaux/Canette
sorted_images/Métaux/Canette/1697634396979-user.jpg,Métaux/Canette
sorted_images/Plastique/Bouteille en plastique/1692556157949-image1692556172464.jpg,Plastique/Bouteille en plastique
sorted_images/Verre/Bouteille en verre/1695545980195-image1695545950136.jpg,Verre/Bouteille en verre
sorted_images/Métaux/Autre déchet métaux/1691251221485-image1691251239067.jpg,Métaux/Autre déchet métaux
sorted_images/Métaux/Canette/1693470846141-image1693470799248.jpg,Métaux/Canette
sorted_images/Textile/Autre déchet textile/1693761123120-image1693761070237.jpg,Textile/Autre déchet textile
sorted_images/Métaux/Canette/1696090397172-image1696090381889.jpg,Métaux/Canette
sorted_images/Papier ou Carton/Récipient liquide/1690482293671-user.jpg,Papier ou Carton/Récipient liquide
sorted_images/Plastique/Autre déchet plastique/1697808006503-image1697807958018.jpg,Plastique/Autre déchet plastique
sorted_images/Papier ou Carton/Autre déchet papier/carton/1696787750481-user.jpg,Autre déchet papier/carton
sorted_images/Plastique/Emballage plastique/1694871477997-user.jpg,Plastique/Emballage plastique
sorted_images/Papier ou Carton/Emballage bonbon/1692428316626-image1692428345344.jpg,Papier ou Carton/Emballage bonbon
sorted_images/Plastique/Emballage plastique/1697890143957-image1697890138423.jpg,Plastique/Emballage plastique
sorted_images/Plastique/Sac en plastique/1691248301902-user.jpg,Plastique/Sac en plastique
sorted_images/Métaux/Autre déchet métaux/1695300336552-image1695300315339.jpg,Métaux/Autre déchet métaux
sorted_images/Métaux/Canette/1692003393402-image1692003429632.jpg,Métaux/Canette
sorted_images/Papier ou Carton/Sac en papier/1692345810328-user.jpg,Papier ou Carton/Sac en papier
sorted_images/Plastique/Emballage plastique/1692115065982-image1692115080018.jpg,Plastique/Emballage plastique
sorted_images/Métaux/Canette/1695790009724-user.jpg,Métaux/Canette
sorted_images/Textile/Autre déchet textile/1690269882973-user.jpg,Textile/Autre déchet textile
sorted_images/Plastique/Gobelet en plastique/1689776666604-image1689776655500.jpg,Plastique/Gobelet en plastique
sorted_images/Plastique/Gobelet en plastique/1697465367690-image1697463716484.jpg,Plastique/Gobelet en plastique
sorted_images/Plastique/Emballage plastique/1698245241927-user.jpg,Plastique/Emballage plastique
sorted_images/Papier ou Carton/Carton/1689700490620-image1689700512229.jpg,Papier ou Carton/Carton
sorted_images/Métaux/Canette/1694366439902-user.jpg,Métaux/Canette
sorted_images/Verre/Bouteille en verre/1692117017109-image1692117027845.jpg,Verre/Bouteille en verre
sorted_images/Plastique/Autre déchet plastique/1692258940360-image1692258970277.jpg,Plastique/Autre déchet plastique
sorted_images/Métaux/Canette/1690432237163-image1690432264270.jpg,Métaux/Canette
sorted_images/Plastique/Emballage plastique/1690814963050-image1690814965237.jpg,Plastique/Emballage plastique
sorted_images/Métaux/Pile/1694702864714-image1694702868065.jpg,Métaux/Pile
sorted_images/Papier ou Carton/Sac en papier/1694180338192-user.jpg,Papier ou Carton/Sac en papier
sorted_images/Plastique/Polystyrène/1696676909165-image1696676747358.jpg,Plastique/Polystyrène
sorted_images/Plastique/Bouteille en plastique/1689951134300-image1689951138790.jpg,Plastique/Bouteille en plastique
sorted_images/Papier ou Carton/Autre déchet papier/carton/1694420807225-image1694420710657.jpg,Autre déchet papier/carton
sorted_images/Papier ou Carton/Autre déchet papier/carton/1690724123026-user.jpg,Autre déchet papier/carton
sorted_images/Verre/Bouteille en verre/1693399067342-image1693398657049.jpg,Verre/Bouteille en verre
sorted_images/Plastique/Emballage plastique/1694966294478-image1694966292897.jpg,Plastique/Emballage plastique
sorted_images/Métaux/Canette/1697886198742-user.jpg,Métaux/Canette
sorted_images/Plastique/Bouchon en plastique/1695023578806-image1695023567969.jpg,Plastique/Bouchon en plastique
sorted_images/Métaux/Cable/1691341799472-image1691341805264.jpg,Métaux/Cable
sorted_images/Métaux/Canette/1690875466942-image1690875496073.jpg,Métaux/Canette
sorted_images/Plastique/Autre déchet plastique/1696175226937-image1696175211173.jpg,Plastique/Autre déchet plastique
sorted_images/Plastique/Bouteille en plastique/1696415750054-user.jpg,Plastique/Bouteille en plastique
sorted_images/Papier ou Carton/Carton/1694873599498-user.jpg,Papier ou Carton/Carton
sorted_images/Métaux/Canette/1697199809202-image1697199774768.jpg,Métaux/Canette
sorted_images/Mégots/~ 75 mégots/1691137504054-image1691137421798.jpg,Mégots/~ 75 mégots
sorted_images/Métaux/Canette/1692089518281-image1692089391503.jpg,Métaux/Canette
sorted_images/Métaux/Canette/1697114944589-image1697114936707.jpg,Métaux/Canette
sorted_images/Verre/Bouteille en verre/1691165851350-image1691165877591.jpg,Verre/Bouteille en verre
sorted_images/Métaux/Autre déchet métaux/1690295313186-image1690295303058.jpg,Métaux/Autre déchet métaux
sorted_images/Métaux/Canette/1696136038365-user.jpg,Métaux/Canette
sorted_images/Papier ou Carton/Emballage bonbon/1694009435099-image1694009371051.jpg,Papier ou Carton/Emballage bonbon
sorted_images/Plastique/Bouteille en plastique/1698162138330-image1698162131577.jpg,Plastique/Bouteille en plastique
sorted_images/Métaux/Canette/1690090312321-user.jpg,Métaux/Canette
sorted_images/Papier ou Carton/Ticket/1690624513223-image1690624528421.jpg,Papier ou Carton/Ticket
sorted_images/Métaux/Canette/1697119851083-image1697119834416.jpg,Métaux/Canette
sorted_images/Métaux/Canette/1697466823216-user.jpg,Métaux/Canette
sorted_images/Métaux/Conserve/1696235716657-user.jpg,Métaux/Conserve
sorted_images/Métaux/Canette/1695459705080-image1695458213577.jpg,Métaux/Canette
sorted_images/Plastique/Autre déchet plastique/1695827220324-image1695827202577.jpg,Plastique/Autre déchet plastique
sorted_images/Plastique/Sac en plastique/1693126233007-user.jpg,Plastique/Sac en plastique
sorted_images/Papier ou Carton/Sac en papier/1698321061196-user.jpg,Papier ou Carton/Sac en papier
sorted_images/Plastique/Bouteille en plastique/1691424365351-user.jpg,Plastique/Bouteille en plastique
sorted_images/Métaux/Autre déchet métaux/1690732514779-image1690720722488.jpg,Métaux/Autre déchet métaux
sorted_images/Verre/Bouteille en verre/1695214078179-image1695214040274.jpg,Verre/Bouteille en verre
sorted_images/Plastique/Bouchon en plastique/1693585078444-image1693585007159.jpg,Plastique/Bouchon en plastique
sorted_images/Plastique/Sac en plastique/1695560695119-image1695560700536.jpg,Plastique/Sac en plastique
sorted_images/Papier ou Carton/Carton/1693662937611-image1693662901707.jpg,Papier ou Carton/Carton
sorted_images/Papier ou Carton/Autre déchet papier/carton/1690925044577-user.jpg,Autre déchet papier/carton
sorted_images/Plastique/Gobelet en plastique/1690981334381-image1690981323621.jpg,Plastique/Gobelet en plastique
sorted_images/Textile/Masque/1691396060903-user.jpg,Textile/Masque
sorted_images/Plastique/Polystyrène/1689668634671-image1689668613282.jpg,Plastique/Polystyrène
sorted_images/Plastique/Bouteille en plastique/1694159867487-image1694159837818.jpg,Plastique/Bouteille en plastique
sorted_images/Mégots/Mégots/1691562708556-user.jpg,Mégots/Mégots
sorted_images/Plastique/Sac en plastique/1691617557789-user.jpg,Plastique/Sac en plastique
sorted_images/Mégots/Mégots/1697276510681-image1697276527407.jpg,Mégots/Mégots
sorted_images/Plastique/Autre déchet plastique/1691085232926-image1691085242858.jpg,Plastique/Autre déchet plastique
sorted_images/Mégots/Mégots/1689966666103-user.jpg,Mégots/Mégots
sorted_images/Papier ou Carton/Autre déchet papier/carton/1690179769194-user.jpg,Autre déchet papier/carton
sorted_images/Papier ou Carton/Autre déchet papier/carton/1692638049328-user.jpg,Autre déchet papier/carton
sorted_images/Métaux/Canette/1689866820861-image1689866800469.jpg,Métaux/Canette
sorted_images/Plastique/Gobelet en plastique/1690290210041-image1690290217050.jpg,Plastique/Gobelet en plastique
sorted_images/Papier ou Carton/Récipient liquide/1697379888053-user.jpg,Papier ou Carton/Récipient liquide
sorted_images/Plastique/Bouteille en plastique/1691308686726-image1691308700213.jpg,Plastique/Bouteille en plastique
sorted_images/Plastique/Autre déchet plastique/1691338879960-user.jpg,Plastique/Autre déchet plastique
sorted_images/Métaux/Canette/1694795822090-image1694795817637.jpg,Métaux/Canette
sorted_images/Plastique/Emballage plastique/1691757957771-image1691757882868.jpg,Plastique/Emballage plastique
sorted_images/Métaux/Canette/1694939031743-image1694938956337.jpg,Métaux/Canette
sorted_images/Métaux/Cable/1693143044237-image1693143081937.jpg,Métaux/Cable
sorted_images/Métaux/Canette/1690562835036-user.jpg,Métaux/Canette
sorted_images/Mégots/< 10 mégots/1694375233673-image1694277677860.jpg,Mégots/< 10 mégots
sorted_images/Plastique/Autre déchet plastique/1692450652563-image1692450680064.jpg,Plastique/Autre déchet plastique
sorted_images/Papier ou Carton/Autre déchet papier/carton/1690123112682-image1690123116912.jpg,Autre déchet papier/carton
sorted_images/Métaux/Canette/1691743321796-image1691743294690.jpg,Métaux/Canette
sorted_images/Papier ou Carton/Autre déchet papier/carton/1697269993533-image1697269967613.jpg,Autre déchet papier/carton
sorted_images/Papier ou Carton/Carton/1689796220373-image1689796224213.jpg,Papier ou Carton/Carton
sorted_images/Plastique/Bouteille en plastique/1694629879804-user.jpg,Plastique/Bouteille en plastique
sorted_images/Métaux/Canette/1691173903782-user.jpg,Métaux/Canette
sorted_images/Métaux/Autre déchet métaux/1694625254664-image1694625202908.jpg,Métaux/Autre déchet métaux
sorted_images/Papier ou Carton/Récipient liquide/1694330651019-user.jpg,Papier ou Carton/Récipient liquide
sorted_images/Mégots/Mégots/1695842233911-image1695842222651.jpg,Mégots/Mégots
sorted_images/Textile/Autre déchet textile/1693126071778-image1693126095751.jpg,Textile/Autre déchet textile
sorted_images/Papier ou Carton/Sac en papier/1689951823845-user.jpg,Papier ou Carton/Sac en papier
sorted_images/Plastique/Emballage plastique/1692257703849-user.jpg,Plastique/Emballage plastique
sorted_images/Métaux/Autre déchet métaux/1697190346666-image1697190317437.jpg,Métaux/Autre déchet métaux
sorted_images/Plastique/Bouteille en plastique/1698070677576-user.jpg,Plastique/Bouteille en plastique
sorted_images/Papier ou Carton/Autre déchet papier/carton/1691571157345-image1691571167264.jpg,Autre déchet papier/carton
sorted_images/Papier ou Carton/Autre déchet papier/carton/1692964068970-user.jpg,Autre déchet papier/carton
sorted_images/Mégots/< 10 mégots/1693816974148-user.jpg,Mégots/< 10 mégots
sorted_images/Plastique/Polystyrène/1691940316369-image1691940334701.jpg,Plastique/Polystyrène
sorted_images/Plastique/Autre déchet plastique/1694944575456-image1694944551348.jpg,Plastique/Autre déchet plastique
sorted_images/Plastique/Bouteille en plastique/1695827245019-image1695827239732.jpg,Plastique/Bouteille en plastique
sorted_images/Verre/~ 50 morceaux de verre/1691567039695-image1691567031697.jpg,Verre/~ 50 morceaux de verre
sorted_images/Papier ou Carton/Autre déchet papier/carton/1692192616232-user.jpg,Autre déchet papier/carton
sorted_images/Plastique/Autre déchet plastique/1693167404356-user.jpg,Plastique/Autre déchet plastique
sorted_images/Plastique/Bouteille en plastique/1695023151341-image1695023143858.jpg,Plastique/Bouteille en plastique
sorted_images/Métaux/Autre déchet métaux/1696262388658-user.jpg,Métaux/Autre déchet métaux
sorted_images/Papier ou Carton/Autre déchet papier/carton/1691130917325-user.jpg,Autre déchet papier/carton
sorted_images/Métaux/Canette/1698053803188-image1698053823402.jpg,Métaux/Canette
sorted_images/Plastique/Bouteille en plastique/1690118083240-image1690118100811.jpg,Plastique/Bouteille en plastique
sorted_images/Papier ou Carton/Ticket/1694336377395-image1694336335353.jpg,Papier ou Carton/Ticket
sorted_images/Papier ou Carton/Autre déchet papier/carton/1691919747764-image1691919764213.jpg,Autre déchet papier/carton
sorted_images/Plastique/Bouteille en plastique/1698234566134-image1698234564786.jpg,Plastique/Bouteille en plastique
sorted_images/Plastique/Bouteille en plastique/1696685318623-user.jpg,Plastique/Bouteille en plastique
sorted_images/Métaux/Autre déchet métaux/1696146469656-image1696146462852.jpg,Métaux/Autre déchet métaux
sorted_images/Plastique/Autre déchet plastique/1698503046106-image1698502999744.jpg,Plastique/Autre déchet plastique
sorted_images/Textile/Autre déchet textile/1690533699072-image1690533674548.jpg,Textile/Autre déchet textile
sorted_images/Métaux/Canette/1691338788795-user.jpg,Métaux/Canette
sorted_images/Métaux/Canette/1692957177505-image1692957211876.jpg,Métaux/Canette
sorted_images/Plastique/Emballage plastique/1691311107606-image1691311130480.jpg,Plastique/Emballage plastique
sorted_images/Papier ou Carton/Autre déchet papier/carton/1691130708881-user.jpg,Autre déchet papier/carton
sorted_images/Plastique/Bouteille en plastique/1693924299852-image1693924186360.jpg,Plastique/Bouteille en plastique
sorted_images/Papier ou Carton/Journaux/1693069052991-image1693069069148.jpg,Papier ou Carton/Journaux
sorted_images/Plastique/Bouteille en plastique/1693144260368-user.jpg,Plastique/Bouteille en plastique
sorted_images/Papier ou Carton/Récipient liquide/1694957277465-image1694957277064.jpg,Papier ou Carton/Récipient liquide
sorted_images/Métaux/Autre déchet métaux/1692343209270-image1692343224016.jpg,Métaux/Autre déchet métaux
sorted_images/Verre/Bouteille en verre/1690028131491-image1690028131211.jpg,Verre/Bouteille en verre
sorted_images/Plastique/Polystyrène/1696174128084-image1696174114711.jpg,Plastique/Polystyrène
sorted_images/Plastique/Autre déchet plastique/1692951897331-user.jpg,Plastique/Autre déchet plastique
sorted_images/Verre/< 10 morceaux de verre/1691143756296-image1691143761277.jpg,Verre/< 10 morceaux de verre
sorted_images/Plastique/Autre déchet plastique/1691004855199-image1691004863947.jpg,Plastique/Autre déchet plastique
sorted_images/Plastique/Bouteille en plastique/1697020019714-image1697019998701.jpg,Plastique/Bouteille en plastique
sorted_images/Papier ou Carton/Sac en papier/1694705421968-image1694705421911.jpg,Papier ou Carton/Sac en papier
sorted_images/Plastique/Bouteille en plastique/1694869197610-image1694869012828.jpg,Plastique/Bouteille en plastique
sorted_images/Papier ou Carton/Autre déchet papier/carton/1691919935232-image1691919958925.jpg,Autre déchet papier/carton
sorted_images/Métaux/Autre déchet métaux/1697712079621-image1697712078153.jpg,Métaux/Autre déchet métaux
sorted_images/Mégots/< 10 mégots/1697710307217-image1697710330507.jpg,Mégots/< 10 mégots
sorted_images/Métaux/Canette/1698072483443-user.jpg,Métaux/Canette
sorted_images/Papier ou Carton/Emballage bonbon/1697120588714-image1697120604091.jpg,Papier ou Carton/Emballage bonbon
sorted_images/Plastique/Polystyrène/1691347288344-user.jpg,Plastique/Polystyrène
sorted_images/Plastique/Emballage plastique/1697831530381-image1697831477328.jpg,Plastique/Emballage plastique
sorted_images/Plastique/Autre déchet plastique/1693394338202-image1693393909703.jpg,Plastique/Autre déchet plastique
sorted_images/Mégots/Mégots/1694256578263-image1694256497476.jpg,Mégots/Mégots
sorted_images/Plastique/Autre déchet plastique/1690608360210-image1690608358577.jpg,Plastique/Autre déchet plastique
sorted_images/Plastique/Emballage plastique/1689848547947-user.jpg,Plastique/Emballage plastique
sorted_images/Plastique/Bouteille en plastique/1697367603269-user.jpg,Plastique/Bouteille en plastique
sorted_images/Plastique/Sac en plastique/1691828216167-image1691828236937.jpg,Plastique/Sac en plastique
sorted_images/Papier ou Carton/Carton/1695885303878-image1695885288428.jpg,Papier ou Carton/Carton
sorted_images/Métaux/Canette/1692163649929-image1692163651375.jpg,Métaux/Canette
sorted_images/Papier ou Carton/Autre déchet papier/carton/1689760292526-image1689760312189.jpg,Autre déchet papier/carton
sorted_images/Métaux/Autre déchet métaux/1691669886878-image1691669866603.jpg,Métaux/Autre déchet métaux
sorted_images/Plastique/Polystyrène/1694689505130-user.jpg,Plastique/Polystyrène
sorted_images/Papier ou Carton/Emballage bonbon/1691428081321-user.jpg,Papier ou Carton/Emballage bonbon
sorted_images/Verre/Bouteille en verre/1697646333049-image1697646333096.jpg,Verre/Bouteille en verre
sorted_images/Métaux/Canette/1694079627509-image1694079561023.jpg,Métaux/Canette
sorted_images/Plastique/Bouteille en plastique/1693902056614-user.jpg,Plastique/Bouteille en plastique
sorted_images/Plastique/Bouteille en plastique/1696316593655-image1696316585526.jpg,Plastique/Bouteille en plastique
sorted_images/Verre/Bouteille en verre/1697473061453-image1697473070985.jpg,Verre/Bouteille en verre
sorted_images/Métaux/Autre déchet métaux/1690359287324-user.jpg,Métaux/Autre déchet métaux
sorted_images/Plastique/Emballage plastique/1689869935949-user.jpg,Plastique/Emballage plastique
sorted_images/Plastique/Autre déchet plastique/1691583424632-user.jpg,Plastique/Autre déchet plastique
sorted_images/Plastique/Bouteille en plastique/1695564912586-image1695564657337.jpg,Plastique/Bouteille en plastique
sorted_images/Textile/Vêtement/1692115121814-image1692115126584.jpg,Textile/Vêtement
sorted_images/Papier ou Carton/Ticket/1694081683899-image1694081550446.jpg,Papier ou Carton/Ticket
sorted_images/Papier ou Carton/Autre déchet papier/carton/1697465410568-user.jpg,Autre déchet papier/carton
sorted_images/Métaux/Canette/1696072982602-user.jpg,Métaux/Canette
sorted_images/Plastique/Bouchon en plastique/1689871326245-user.jpg,Plastique/Bouchon en plastique
sorted_images/Plastique/Emballage plastique/1697458548452-image1697458543070.jpg,Plastique/Emballage plastique
sorted_images/Métaux/Canette/1695196710614-image1695196702964.jpg,Métaux/Canette
sorted_images/Papier ou Carton/Sac en papier/1693125740074-user.jpg,Papier ou Carton/Sac en papier
sorted_images/Métaux/Canette/1694710493007-image1694710396780.jpg,Métaux/Canette
sorted_images/Papier ou Carton/Autre déchet papier/carton/1695044686630-image1695044596062.jpg,Autre déchet papier/carton
sorted_images/Verre/Bouteille en verre/1697813696340-user.jpg,Verre/Bouteille en verre
sorted_images/Textile/Autre déchet textile/1695887831731-image1695887798807.jpg,Textile/Autre déchet textile
sorted_images/Plastique/Emballage plastique/1692561301742-image1692561324401.jpg,Plastique/Emballage plastique
sorted_images/Papier ou Carton/Carton/1694345967354-image1694345907522.jpg,Papier ou Carton/Carton
sorted_images/Métaux/Canette/1697611009389-user.jpg,Métaux/Canette
sorted_images/Métaux/Canette/1694878762998-user.jpg,Métaux/Canette
sorted_images/Plastique/Polystyrène/1693725252195-image1693725041207.jpg,Plastique/Polystyrène
sorted_images/Plastique/Autre déchet plastique/1693148579898-user.jpg,Plastique/Autre déchet plastique
sorted_images/Verre/Bouteille en verre/1690730826315-image1690730813759.jpg,Verre/Bouteille en verre
sorted_images/Mégots/< 10 mégots/1697111292525-image1697111307832.jpg,Mégots/< 10 mégots
sorted_images/Mégots/~ 400 mégots/1690202002387-image1690201909293.jpg,Mégots/~ 400 mégots
sorted_images/Verre/< 10 morceaux de verre/1692177700790-image1692177731162.jpg,Verre/< 10 morceaux de verre
sorted_images/Plastique/Bouteille en plastique/1694788890275-image1694788893862.jpg,Plastique/Bouteille en plastique
sorted_images/Plastique/Bouteille en plastique/1693475534212-image1693475361508.jpg,Plastique/Bouteille en plastique
sorted_images/Plastique/Emballage plastique/1697187525991-image1697187540838.jpg,Plastique/Emballage plastique
sorted_images/Plastique/Bouteille en plastique/1691335042867-user.jpg,Plastique/Bouteille en plastique
sorted_images/Métaux/Canette/1694413140313-image1694413119831.jpg,Métaux/Canette
sorted_images/Mégots/Mégots/1691171816891-image1691171815490.jpg,Mégots/Mégots
sorted_images/Métaux/Canette/1695129445362-image1695129433415.jpg,Métaux/Canette
sorted_images/Plastique/Autre déchet plastique/1698131670098-user.jpg,Plastique/Autre déchet plastique
sorted_images/Plastique/Bouteille en plastique/1696742265592-user.jpg,Plastique/Bouteille en plastique
sorted_images/Plastique/Bouteille en plastique/1690272612221-image1690272628037.jpg,Plastique/Bouteille en plastique
sorted_images/Plastique/Bouteille en plastique/1697353513781-user.jpg,Plastique/Bouteille en plastique
sorted_images/Papier ou Carton/Récipient liquide/1692117466257-image1692117478902.jpg,Papier ou Carton/Récipient liquide
sorted_images/Métaux/Canette/1693161786094-image1693161818616.jpg,Métaux/Canette
sorted_images/Plastique/Bouteille en plastique/1691173214161-user.jpg,Plastique/Bouteille en plastique
sorted_images/Métaux/Canette/1693985798579-image1693985686346.jpg,Métaux/Canette
sorted_images/Mégots/Mégots/1689869228029-user.jpg,Mégots/Mégots
sorted_images/Plastique/Polystyrène/1697035825160-image1697035825437.jpg,Plastique/Polystyrène
sorted_images/Mégots/~ 75 mégots/1696871843429-image1696871764034.jpg,Mégots/~ 75 mégots
sorted_images/Métaux/Cable/1696586170918-image1696586165726.jpg,Métaux/Cable
sorted_images/Métaux/Canette/1691736965028-user.jpg,Métaux/Canette
sorted_images/Métaux/Canette/1693159419224-image1693159432810.jpg,Métaux/Canette
sorted_images/Plastique/Autre déchet plastique/1694503417035-user.jpg,Plastique/Autre déchet plastique
sorted_images/Métaux/Canette/1690735960857-image1690735954938.jpg,Métaux/Canette
sorted_images/Papier ou Carton/Autre déchet papier/carton/1694872598375-user.jpg,Autre déchet papier/carton
sorted_images/Métaux/Autre déchet métaux/1690212029959-image1690212045716.jpg,Métaux/Autre déchet métaux
sorted_images/Mégots/~ 25 mégots/1691500409615-image1691500424166.jpg,Mégots/~ 25 mégots
sorted_images/Papier ou Carton/Autre déchet papier/carton/1694888272820-user.jpg,Autre déchet papier/carton
sorted_images/Métaux/Canette/1696511062349-image1696511017866.jpg,Métaux/Canette
sorted_images/Plastique/Gobelet en plastique/1692777396271-user.jpg,Plastique/Gobelet en plastique
sorted_images/Plastique/Emballage plastique/1694334902369-image1694334775131.jpg,Plastique/Emballage plastique
sorted_images/Plastique/Emballage plastique/1692452183980-image1692451559863.jpg,Plastique/Emballage plastique
sorted_images/Papier ou Carton/Autre déchet papier/carton/1697819752716-image1697819769936.jpg,Autre déchet papier/carton
sorted_images/Mégots/~ 75 mégots/1695983731894-image1695983721933.jpg,Mégots/~ 75 mégots
sorted_images/Mégots/Mégots/1689766509206-image1689765977069.jpg,Mégots/Mégots
sorted_images/Papier ou Carton/Autre déchet papier/carton/1698226637910-image1698226604511.jpg,Autre déchet papier/carton
sorted_images/Métaux/Canette/1692603949417-user.jpg,Métaux/Canette
sorted_images/Plastique/Polystyrène/1689761302019-user.jpg,Plastique/Polystyrène
sorted_images/Métaux/Autre déchet métaux/1697906053556-image1697906052021.jpg,Métaux/Autre déchet métaux
sorted_images/Verre/Bouteille en verre/1697102463303-image1697102465213.jpg,Verre/Bouteille en verre
sorted_images/Mégots/Mégots/1690478664822-image1690478666617.jpg,Mégots/Mégots
sorted_images/Plastique/Emballage plastique/1694667514150-image1694667505171.jpg,Plastique/Emballage plastique
sorted_images/Textile/Masque/1689969235052-image1689969223350.jpg,Textile/Masque
sorted_images/Plastique/Bouteille en plastique/1690443672165-image1690443659304.jpg,Plastique/Bouteille en plastique
sorted_images/Plastique/Briquet/1698063917583-image1698063904418.jpg,Plastique/Briquet
sorted_images/Plastique/Bouteille en plastique/1695627806539-user.jpg,Plastique/Bouteille en plastique
sorted_images/Verre/Bouteille en verre/1694075558657-image1694075537441.jpg,Verre/Bouteille en verre
sorted_images/Textile/Masque/1691488389625-user.jpg,Textile/Masque
sorted_images/Plastique/Autre déchet plastique/1692298505999-image1692298542262.jpg,Plastique/Autre déchet plastique
sorted_images/Métaux/Canette/1694157446451-user.jpg,Métaux/Canette
sorted_images/Plastique/Autre déchet plastique/1689666232533-user.jpg,Plastique/Autre déchet plastique
sorted_images/Métaux/Autre déchet métaux/1694620737298-image1694620717854.jpg,Métaux/Autre déchet métaux
sorted_images/Mégots/Mégots/1691418455688-image1691418488412.jpg,Mégots/Mégots
sorted_images/Métaux/Autre déchet métaux/1698073569337-image1698073580215.jpg,Métaux/Autre déchet métaux
sorted_images/Papier ou Carton/Emballage bonbon/1694498748800-image1694498731025.jpg,Papier ou Carton/Emballage bonbon
sorted_images/Papier ou Carton/Autre déchet papier/carton/1696925607039-image1696925589211.jpg,Autre déchet papier/carton
sorted_images/Plastique/Bouchon en plastique/1698328625095-image1698328648952.jpg,Plastique/Bouchon en plastique
sorted_images/Métaux/Canette/1692359100299-image1692359111854.jpg,Métaux/Canette
sorted_images/Papier ou Carton/Autre déchet papier/carton/1690134578996-user.jpg,Autre déchet papier/carton
sorted_images/Papier ou Carton/Autre déchet papier/carton/1694423648520-image1694423611637.jpg,Autre déchet papier/carton
sorted_images/Plastique/Bouchon en plastique/1696327537832-image1696327529777.jpg,Plastique/Bouchon en plastique
sorted_images/Plastique/Capsule/1696178761057-image1696178768790.jpg,Plastique/Capsule
sorted_images/Plastique/Autre déchet plastique/1689760203757-image1689760225904.jpg,Plastique/Autre déchet plastique
sorted_images/Plastique/Autre déchet plastique/1696687474075-user.jpg,Plastique/Autre déchet plastique
sorted_images/Papier ou Carton/Autre déchet papier/carton/1696781514205-image1696781506256.jpg,Autre déchet papier/carton
sorted_images/Plastique/Autre déchet plastique/1697621474236-image1697621462757.jpg,Plastique/Autre déchet plastique
sorted_images/Plastique/Emballage plastique/1697636887462-image1697636803924.jpg,Plastique/Emballage plastique
sorted_images/Plastique/Autre déchet plastique/1697447581398-image1697447554733.jpg,Plastique/Autre déchet plastique
sorted_images/Verre/Bouteille en verre/1695568426300-user.jpg,Verre/Bouteille en verre
sorted_images/Plastique/Bouteille en plastique/1695899073366-user.jpg,Plastique/Bouteille en plastique
sorted_images/Verre/Bouteille en verre/1697472273134-user.jpg,Verre/Bouteille en verre
sorted_images/Verre/Bouteille en verre/1695727217045-image1695727117319.jpg,Verre/Bouteille en verre
sorted_images/Plastique/Autre déchet plastique/1697267103746-image1697267083945.jpg,Plastique/Autre déchet plastique
sorted_images/Métaux/Canette/1694687786651-image1694687764556.jpg,Métaux/Canette
sorted_images/Papier ou Carton/Autre déchet papier/carton/1694071845179-user.jpg,Autre déchet papier/carton
sorted_images/Métaux/Canette/1695397096229-image1695397088111.jpg,Métaux/Canette
sorted_images/Plastique/Bouteille en plastique/1690870449075-user.jpg,Plastique/Bouteille en plastique
sorted_images/Papier ou Carton/Récipient liquide/1691236115580-user.jpg,Papier ou Carton/Récipient liquide
sorted_images/Plastique/Emballage plastique/1694800941879-image1694800916969.jpg,Plastique/Emballage plastique
sorted_images/Plastique/Autre déchet plastique/1689669571446-image1689669576493.jpg,Plastique/Autre déchet plastique
sorted_images/Plastique/Autre déchet plastique/1691053930414-image1691053927184.jpg,Plastique/Autre déchet plastique
sorted_images/Papier ou Carton/Autre déchet papier/carton/1693665309922-image1693665263468.jpg,Autre déchet papier/carton
sorted_images/Métaux/Canette/1693982894938-user.jpg,Métaux/Canette
sorted_images/Papier ou Carton/Journaux/1697617761684-image1697617775588.jpg,Papier ou Carton/Journaux
sorted_images/Métaux/Canette/1690024656292-image1690024656168.jpg,Métaux/Canette
sorted_images/Plastique/Bouteille en plastique/1697965259058-image1697965266274.jpg,Plastique/Bouteille en plastique
sorted_images/Plastique/Emballage plastique/1690452996200-image1690453001602.jpg,Plastique/Emballage plastique
sorted_images/Plastique/Emballage plastique/1693583863642-image1693583739716.jpg,Plastique/Emballage plastique
sorted_images/Métaux/Canette/1694159928793-image1694159903967.jpg,Métaux/Canette
sorted_images/Métaux/Canette/1691568508793-user.jpg,Métaux/Canette
